Sample ID. Description. Type
blanco. . Sample
P1. . Sample
P2. . Sample
P3. . Sample
P4. . Sample
P5. . Sample
P6. . Sample
P7. . Sample
P8. . Sample
P9. . Sample
P10. . Sample
P11. . Sample
P12. . Sample
P13. . Sample
P14. . Sample
P15. . Sample
P16. . Sample
