PP3;;;;;
PERIODO 01  al 31 de Enero de 2020;;;;;
;;;;;
DIA;HORA;CONDUCTIVIDAD (mS/cm);pH;ALCALINIDAD (ppm CaCO3);TURBIDEZ (UNT)
; 00:45;503;7,6;52;82,6
; 05:10;555;7,6;52;84,1
8/8/2020;;;;;
; 09:48;531;7,6;52;68,9
; 13:25;546;7,6;52;61,6
; 16:45;510;7,6;52;78,1
; 20:50;511;7,6;52;80,5
; 00:29;508;7,6;52;76,1
; 05:10;516;7,6;52;81,9
9/8/2020;;;;;
; 09:19;526;7,6;52;78,6
; 13:10;521;7,6;52;70,1
; 16:40;517;7,6;50;73,6
; 20:35;519;7,6;50;75,3
; 00:45;517;7,6;50;76,9
; 05:00;519;7,6;50;78,8
10/8/2020;;;;;
; 08:45;505;7,4;46;49,1
; 13.20;;;;
; 16:45;510;7,4;48;51,6
; 20:55;516;7,4;48;51,6
; 00:20;519;7,4;48;58,6
; 05:10;521;7,4;48;56,9
11/8/2020; 06:35;;;;
; 09:45;-;-;-;-
; 13:10;489;7,4;50;78,6
; 16:55;438;7,6;50;79,7
; 20:50;440;7,6;50;80,7
; 00:45;443;7,6;50;86,5
; 05:06;445;7,6;50;89,2
12/8/2020;;;;;
; 08:50;430;7,4;50;66,2
; 12:30;422;7,4;46;63,8
; 16:15;410;7,4;44;67,1
; 20:10;402;7,4;42;63,8
; 00:30;392;7,6;42;71,8
; 05:00;390;7,6;42;76,1
13/8/2020;;;;;
; 08:45;256;7,4;38;66,7
; 13:30;208;7,4;36;63,1
; 16:38;216;7,4;36;69,1
; 21:20;212;7,4;36;71,6
; 00:55;210;7,6;38;71,6
; 04:45;206;7,6;38;74,0
14/8/2020;;;;;
; 08:50;132,3;7,4;36;75,1
; 12:35;137,1;7,4;36;72,6
; 16:50;134,9;7,4;36;66,8
; 20:40;131,8;7,4;36;60,0
; 01:25;-;-;-;-
; 05:10;130,9;7,6;36;80,1
15/8/2020;;;;;
; 08:15;131,2;7,4;36;69,1
;  12:50;133,1;7,4;36;74,1
; 16:50;136,6;7,4;36;71,6
; 20:56;133,6;7,4;36;73,9
; 00:45;132,1;7,6;38;79,1
; 05:10;136,9;7,6;38;82,3
16/8/2020;;;;;
; 09:05;271;7,4;42;51,6
; 12:35;397;7,4;44;47,6
; 16:46;386;7,4;44;51,6
; 21:00;381;7,4;44;59,1
; 00:35;489;7,6;50;88,1
; 05:00;520;7,6;50;82,1
17/8/2020;;;;;
; 08:50;500;7,6;46;51,0
; 12:35;641;7,6;50;41,1
; 16:50;652;7,6;50;48,9
; 21:06;646;7,6;50;56,1
; 00:30;629;7,6;50;86,4
; 05:00;632;7,6;50;88,3
18/8/2020;;;;;
; 08:45;593;7,6;48;43,7
; 13:40;709;7,6;52;47,1
; 16:55;776;7,6;52;50,3
; 20:15;801;7,6;52;56,1
; 00:45;806;7,6;56;59,3
; 04:55;809;7,6;56;58,4
19/8/2020;;;;;
; 08:45;583;7,6;52;42,3
; 13:30;702;7,6;50;44,1
; 16:20;715;7,6;50;49,8
; 20:48;723;7,6;50;52,6
; 00:20;730;7,6;48;60,8
; 05:06;726;7,6;48;61,8
20/8/2020;;;;;
; 08:40;550;7,6;42;53,1
; 13:20;504;7,4;40;48,9
; 16:40;500;7,6;42;50,9
; 20:45;492;7,6;42;52,1
; 00:36;486;7,6;42;62,8
; 04:46;490;7,6;42;68,9
21/8/2020;;;;;
; 08:55;413;7,4;38;45,9
; 12:40;355;7,6;38;43,8
; 16:40;348;7,6;38;46,0
; 21:00;353;7,6;38;52,6
; 00:28;346;7,6;38;58,9
; 04:48;340;7,6;38;56,6
22/8/2020;;;;;
; 07:50;372;7,6;38;50,3
; 12:15;389;7,6;38;47,6
; 16:45;397;7,6;38;47,7
; 20:20;402;7,6;38;48,4
; 01:00;415;7,6;38;43,8
; 04:39;421;7,6;38;49,8
23/8/2020;;;;;
; 08:40;410;7,6;38;45,9
; 12:20;401;7,6;38;47,9
; 16:48;412;7,6;38;56,6
; 20:56;426;7,6;38;66,6
; 00:30;421;7,6;38;69,8
; 05:10;416;7,6;38;67,0
24/8/2020;;;;;
; 08:35;165,9;7,6;36;56,6
; 13:10;168,9;7,6;36;58,8
; 17:20;170,4;7,6;36;60,1
; 20:45;173,8;7,6;36;57,4
;-;196,1;7,6;38;51,4
;-;201;7,6;38;55,3
25/8/2020;;;;;
; 08:40;214;7,6;34;50,7
; 12:20;212;7,6;34;45,9
; 16:35;215;7,6;34;49,7
; 20:50;216;7,6;34;50,3
; 00:05;211;7,6;36;49,8
; 05:20;209;7,6;36;50,4
26/8/2020;;;;;
; 08:05;262;7,6;36;50,7
; 13:10;260;7,6;36;52,8
; 16:20;254;7,6;36;50,4
; 20:30;260;7,4;36;52,9
; 00:05;243;7,4;36;52,6
; 05:10;247;7,4;36;50,9
27/8/2020;;;;;
; 09:00;217;7,4;34;52,1
; 12:55;219;7,4;34;53,1
; 16:20;221;7,4;34;50,6
; 20:00;230;7,4;34;51,7
; 00:56;224;7,4;34;63,6
; 05:01;221;7,4;34;68,9
28/8/2020;;;;;
; 08:40;212;7,6;34;55,5
; 13:25;212;7,6;34;58,9
; 16:45;219;7,6;34;62,2
; 20:45;221;7,6;34;66,8
;  00:29;224;7,6;34;58,1
; 04:46;230;7,6;34;66,9
29/8/2020;;;;;
; 08:25;218;7,6;34;60,9
; 12:20;220;7,6;34;61,7
; 16:20;227;7,6;34;60,3
; 20:05;232;7,6;34;57,6
; 00:45;226;7,6;34;58,7
; 04:50;223;7,6;34;53,6
30/8/2020;;;;;
; 08:30;220;7,6;34;61,6
; 12:50;223;7,6;34;60,7
; 16:30;227;7,4;34;49,8
; 20:20;221;7,4;34;50,6
; 00:10;251;7,4;34;50,8
; 05:10;248;7,4;36;49,8
31/8/2020;;;;;
; 09:56;281;7,4;30;66,2
; 13:30;281;7,4;30;62,6
; 16:25;279;7,4;32;60,7
; 20:00;282;7,4;32;68,8
; 00:15;271;7,4;32;66,9
; 05:05;268;7,4;32;70,5
1/9/2020;;;;;
; 09:30;378;7,4;34;73,6
; 13:28;371;7,4;34;68,6
; 16:45;380;7,6;36;72,6
;  20:45;383;7,6;36;76,9
; 00:35;397;7,6;36;79,8
; 05:10;396;7,6;36;84,8
2/9/2020;;;;;
; 09:18;285;7,2;34;80,1
;13:30;276;7,2;34;69,1
; 16:45;299;7,6;36;73,4
; 20:40;306;7,6;36;75,8
; 00:10 ;281;7,4;34;74,3
; 05:15;276;7,4;34;71,7
3/9/2020;;;;;
; 09:48;212;7,2;30;54,3
; 13:22;201;7,2;32;52,1
; 17:01;204;7,2;32;56,9
; 21:00;212;7,2;32;50,8
; 00:25;212;7,4;32;53,6
; 05:10;207;7,4;32;50,7
4/9/2020;;;;;
; 09:20;179,7;7,2;30;43,8
;  13:29;182,6;7,2;30;50,1
; 16:20;180,7;7,2;32;54,7
; 19:50;181,7;7,2;32;60,4
; 00:45;181,6;7,6;32;69,7
; 05:00;183,6;7,6;32;72,6
5/9/2020;;;;;
; 09:56;176,9;7,2;32;68,6
; 13:15;180,6;7,2;32;64,1
; 16:30;188,1;7,6;34;86,9
; 20:40;190,6;7,6;34;89,7
; 00:20;201;7,4;34;68,1
; 05:05;204;7,4;34;66,7
6/9/2020;;;;;
; 09:49;209;7,4;34;63,4
; 13:29;217;7,4;34;71,0
; 16:40;402;7,6;38;79,8
; 20:35;412;7,6;38;83,2
; 00:40;540;7,6;38;86,9
; 04:50;600;7,6;38;89,8
7/9/2020;;;;;
; 08:35;691;7,4;50;71,5
; 12:15;741;7,4;52;76,8
; 16:20;827;7,4;50;70,1
; 20:40;872;7,4;50;72,7
; 00:40;869;7,6;50;75,8
; 05:00;870;7,6;50;76,4
8/9/2020;;;;;
; 08:40;675;7,4;48;69,2
; 12:30;656;7,6;42;65,1
; 17:00;648;7,2;42;60,9
;20:30;-;-;-;-
; 23:20;-;-;-;-
; 04:55;847;7,4;50;60,7
9/9/2020;;;;;
; 08:35;612;7,6;40;62,8
;12:30;-;-;-;-
; 17:05;-;-;-;-
; 20:35;691;7,6;46;68,9
; 00:40;641;7,6;46;80,9
; 05:00;570;7,6;46;83,1
10/9/2020;;;;;
; 08:50;562;7,4;46;63,4
;  12:35;583;7,4;46;60,5
; 16:30;572;7,4;40;62,9
; 19:45;567;7,4;42;60,7
; 00:45;539;7,6;44;78,4
; 05:00;542;7,6;44;76,9
11/9/2020;;;;;
; 08:45;561;7,4;40;65,9
; 12:50;567;7,4;40;62,3
; 16:40;564;7,6;40;65,8
;  20:50;566;7,6;40;68,9
; 00:35;560;7,6;40;71,3
; 05:10;561;7,6;40;74,9
12/9/2020;;;;;
; 08:20;559;7,4;40;62,8
; 12:15;564;7,4;40;60,3
;  16:20;557;7,6;42;62,4
; 20:00;561;7,6;42;60,4
; 23:45;530;7,6;40;63,9
; 04:30;538;7,6;40;68,6
13/9/2020;;;;;
; 08:35;596;7,6;42;63,2
; 13:00;610;7,6;42;67,4
; 17:11;636;7,6;42;72,9
; 21:00;642;7,6;42;66,8
; 00:35;650;7,6;40;71,6
; 04:55;660;7,6;40;74,9
14/9/2020;;;;;
; 09:28;620;7,2;42;52,2
; 13:10;616;7,2;42;61,6
; 17:00;617;7,2;40;67,8
; 21:20;626;7,2;40;61,6
; 00:30;632;7,6;40;63,9
; 04:50;634;7,6;40;61,3
15/9/2020;;;;;
; 08:00;632;7,4;44;59,2
; 13:15;645;7,4;44;53,8
; 16:15;657;7,4;44;52,3
; 20:50;662;7,4;44;55,1
; 00:40;650;7,6;44;58,4
; 05:10;653;7,6;44;60,7
16/9/2020;;;;;
; 09:45;525;7,2;40;54,6
; 13:18;519;7,2;40;51,6
; 16:10;513;7,4;40;56,2
; 20:30;526;7,4;42;53,2
; 00:59;536;7,4;42;50,1
; 05:08;528;7,4;42;59,8
17/9/2020;;;;;
; 08.10;383;7,4;36;40,9
; 12.00;343;7,4;34;39,1
; 16:20;325;7,4;34;40,7
; 20:35;281;7,4;34;38,2
; 00:35;290;7,4;34;40,1
; 05:10;286;7,4;34;46,6
18/9/2020;;;;;
; 08:45;269;7,4;40;38,6
; 13:20;264;7,4;36;50,9
; 17:25;-;-;-;-
; 20:35;259;7,4;34;51,3
; 01:00;261;7,2;34;50,3
; 05:00;254;7,2;34;56,6
19/9/2020;;;;;
; 08:40;243;7,4;32;38,4
; 12:50;247;7,4;32;40,9
; 16:40;254;7,4;32;41,2
; 20:40;250;7,4;32;43,8
; 00:59;258;7,2;32;48,6
; 05:00;266;7,2;32;51,8
20/9/2020;;;;;
; 08:30;246;7,6;34;53,8
; 13:05;249;7,6;34;51,6
; 16:40;326;7,6;36;45,3
; 20:25;371;7,6;36;42,6
; 01:00;367;7,6;36;48,9
; 04:40;361;7,6;36;45,0
21/9/2020;;;;;
; 08:30;621;7,4;34;43,1
; 13:10;623;7,4;40;42,4
; 16:10;637;7,6;42;46,3
; 20:10;701;7,6;42;43,8
; 01.00;712;7,6;46;50,6
; 04.35;725;7,6;46;56,6
22/9/2020;;;;;
; 08.15;713;7,4;48;37,9
; 12:20;580;7,6;42;38,3
; 16.29;610;7,6;42;40,6
; 20:56;616;7,6;42;45,6
; 00:30;630;7,6;46;61,8
; 04:50;621;7,6;46;68,9
23/9/2020;;;;;
; 07:45;564;7,4;42;37,9
; 11:40;439;7,4;40;36,5
; 17:10;291;7,4;38;28,8
; 20:45;280;7,4;38;26,1
; 00:15;286;7,4;32;35,1
; 04:30;267;7,4;32;39,6
24/9/2020;;;;;
; 09:28;280;7,2;34;37,3
; 13:20;276;7,2;34;39,6
; 17:00;296;7,2;34;30,1
; 21:00;312;7,2;34;35,8
; 00:15;206;7,2;32;39,1
; 04:35;203;7,2;32;40,8
25/9/2020;;;;;
; 09:19;202;7,2;32;35,7
; 13:20;214;7,2;32;28,6
; 16.40;202;7,2;32;39,6
; 20:40;198,6;7,2;32;40,8
; 00:10;201;7,2;32;39,6
; 04:35;198,3;7,2;32;41,2
26/9/2020;;;;;
; 08.50;206;7,6;34;46,9
; 13:10;208;7,6;34;48,5
; 16:40;211;7,6;34;49,1
; 20:50;215;7,6;34;50,8
; 00:15;201;7,2;32;37,6
; 04:35;-;-;-;-
27/9/2020;;;;;
; 10:15;-;-;-;-
; 13:15;232;7,6;38;52,6
; 16:20;237;7,4;34;49,1
; 21:05;234;7,4;34;45,9
; 00:35;231;7,4;34;46,2
; 04:30;233;7,4;34;48,1
28/9/2020;;;;;
; 08:48;226;7,4;34;68,6
; 13:18;272;7,2;32;41,6
; 17:00;267;7,6;32;40,2
; 20:45;269;7,6;32;41,7
; 00:15;379;7,4;34;45,2
;  04:25;463;7,4;36;48,6
29/9/2020;;;;;
; 09:10;565;7,2;46;42,3
; 13:28;570;7,2;42;36,9
; 16:45;540;7,6;44;39,7
; 21:00;589;7,6;44;40,6
; 00:45;592;7,6;46;43,7
; 04:55;596;7,6;46;45,8
30/9/2020;;;;;
; 08:10;610;7,6;46;31,2
; 12:15;595;7,6;46;33,2
; 16:40;608;7,6;46;38,7
; 20:50;612;7,6;46;40,1
; 01:00;606;7,6;46;40,7
; 05:10;610;7,6;46;38,6
1/10/2020; ;;;;
; 09:08;511;7,4;42;26,2
; 13:00;506;7,4;42;31,8
; 16:35;509;7,6;42;28,9
; 21:05;515;7,6;42;30,7
; 00:05;530;7,6;44;30,9
; 05:00;527;7,6;44;31,7
2/10/2020; ;;;;
; 09:05;333;7,4;36;42,2
; 13:15;330;7,6;36;44,1
; 16:30;336;7,6;36;46,8
; 21:00;332;7,6;36;49,3
; 00:35;344;7,4;36;40,2
; 05:05;357;7,4;36;37,1
3/10/2020; ;;;;
; 08:25;326;7,6;38;47,9
; 12:45;329;7,6;38;49,7
; 16:15;267;7,4;36;44,7
; 20:00;247;7,4;36;40,1
; 00:50;249;7,6;36;41,7
; 05:00;251;7,6;36;40,7
4/10/2020; ;;;;
; 08:50;220;7,4;36;37,4
; 12:30;218;7,4;36;35,9
; 16:00;231;7,4;36;40,7
; 20:30;237;7,4;36;39,7
; 00:35;239;7,6;36;40,3
; 04:40;242;7,6;36;43,5
5/10/2020; ;;;;
; 08:35;460;7,4;36;37,4
; 12:55;542;7,4;36;39,2
; 16:50;530;7,6;36;41,6
; 21:00;534;7,6;36;44,9
; 00:20;523;7,4;36;40,7
; 05:05;531;7,4;36;38,7
6/10/2020; ;;;;
; 08:00;628;7,6;40;40,7
; 12:00;608;7,6;40;36,9
; 16:30;624;7,6;40;38,9
; 19:50;617;7,6;40;40,7
; 00:00;631;7,6;40;38,9
; 05:10;639;7,6;40;41,3
7/10/2020; ;;;;
; 08:20;601;7,6;42;33,6
; 12:10;553;7,6;42;34,8
; 16:30;519;7,6;42;32,7
; 20:50;495;7,6;40;35,1
; 00:35;486;7,6;40;37,1
; 04:50;480;7,6;40;36,4
8/10/2020; ;;;;
; 08:05;421;7,5;36;33,8
; 12:30;380;7,5;36;35,1
; 16:00;372;7,6;38;40,6
; 20:10;367;7,6;38;38,9
; 00:50;369;7,6;36;40,6
; 05:00;364;7,6;36;42,7
9/10/2020; ;;;;
; 08:20;359;7,2;34;34,3
; 12:55;346;7,4;32;36,1
; 16:45;332;7,6;32;38,7
; 20:40;330;7,6;32;36,7
; 00:40;327;7,6;32;38,3
; 04:45;330;7,6;32;36,9
10/10/2020; ;;;;
; 08:10;325;7,6;32;31,6
; 12:35;301;7,6;32;34,3
; 16:30;254;7,6;36;38,4
; 19:50;257;7,6;34;40,2
; 00:30;252;7,6;36;38,9
; 05:10;250;7,6;36;39,7
11/10/2020; ;;;;
; 08:05;237;7,4;32;35,2
; 12:40;231;7,4;30;32,5
; 16:25;220;7,4;30;30,4
; 20:30;218;7,4;30;31,7
; 00:35;219;7,6;34;33,6
;  04:50;216;7,6;34;34,7
12/10/2020; ;;;;
; 08:25;270;7,4;34;38,4
; 13:05;284;7,4;34;36,1
; 16:40;286;7,4;34;39,7
; 20:50;283;7,6;34;37,3
; 00:50;284;7,6;34;39,1
; 04:50;280;7,6;34;37,4
13/10/2020; ;;;;
; 08:20;693;7,6;40;29,3
; 12:25;655;7,6;40;27,1
; 16:20;640;7,6;40;29,2
; 20:50;630;7,6;40;27,9
;  00:25;659;7,6;42;30,9
; 05:00;660;7,6;42;32,6
14/10/2020; ;;;;
; 08:10;728;7,6;38;24,0
; 12:10;719;7,6;38;26,1
; 16:35;598;7,4;38;28,2
; 21:25;-;-;-;-
; 00:25;623;7,4;40;33,6
; 04:38;616;7,4;40;30,1
15/10/2020; ;;;;
; 08:10;728;7,6;38;24,0
; 12:55;643;7,6;40;27,8
; 16:25;655;7,6;40;29,2
; 20:30;631;7,6;40;27,4
; 00:30;637;7,6;40;25,8
; 04:50;625;7,6;40;36,1
16/10/2020; ;;;;
; 08:20;570;7,6;42;26,9
; 12:20;589;7,6;40;30,7
; 16:40;568;7,6;40;27,1
; 20:35;542;7,6;40;29,7
; 00:26;536;7,6;40;32,4
; 04:48;531;7,6;40;37,8
17/10/2020; ;;;;
; 08:30;-;-;-;-
; 12:35;-;-;-;-
; 16:40;549;7,6;40;28,2
; 20:20;546;7,6;40;25,1
; 00:59;554;7,6;46;39,6
; 04:39;546;7,6;40;35,8
18/10/2020; ;;;;
; 08:30;580;7,6;40;29,6
; 12:00;572;7,6;40;33,4
; 16:15;541;7,6;40;30,6
; 20:40;540;7,6;40;29,2
; 00:30;538;7,6;40;36,8
; 04:49;532;7,6;40;31,6
19/10/2020; ;;;;
; 08:30;615;7,2;42;24,6
; 13:00;622;7,2;42;33,6
; 16:35;610;7,2;42;34,6
; 20:30;615;7,2;42;32,1
; 00:20;686;7,2;42;30,0
; 04:58;676;7,2;42;33,8
20/10/2020; ;;;;
; 08:10;768;7,6;40;25,0
; 12:30;783;7,6;40;27,1
; 16:30;790;7,6;40;28,9
; 20:05;797;7,6;40;30,4
; 00:50;792;7,6;40;32,8
; 05:00;786;7,6;40;36,9
21/10/2020; ;;;;
; 08:50;628;7,2;40;31,8
; 12.59;642;7,4;40;39,8
; 16:25;604;7,4;40;30,1
; 20:00;570;7,4;40;33,2
; 00:15;552;7,4;40;31,5
; 04:35;546;7,4;40;30,9
22/10/2020; ;;;;
; 08:25;521;7,4;40;26,2
; 12:10;464;7,6;40;23,5
; 16:30;470;7,6;40;28,1
; 20:10;481;7,6;40;29,8
; 00:10;489;7,4;40;30,8
; 04:35;474;7,2;40;33,5
23/10/2020; ;;;;
; 07:45;448;7,4;36;39,1
; 13:00;420;7,4;34;32,6
; 16:20;437;7,4;38;30,1
; 20:20;341;7,4;38;27,3
; 00:20;368;7,2;30;30,1
; 04:40;309;7,2;30;29,1
24/10/2020; ;;;;
; 08:10;291;7,4;34;30,9
;-;282;7,4;32;28,6
; 16:30;276;7,4;32;29,3
; 20:20;270;7,4;36;30,1
; 00:40;265;7,4;30;26,9
; 04:30;250;7,4;30;28,2
25/10/2020; ;;;;
; 08:25;250;7,4;28;24,9
; 12:30;251;7,4;28;26,2
; 16:30;261;7,4;30;28,9
; 20:10;253;7,4;30;29,2
; 00:20;250;7,4;28;22,9
; 04:30;252;7,4;28;24,9
26/10/2020; ;;;;
; 09:00;581;7,2;34;62,6
; 12:50;940;7,2;50;70,2
; 16:30;867;7,4;48;61,9
; 20:15;1270;7,6;50;89,3
; 00:20;1025;7,6;48;70,6
; 04:30;1040;7,6;50;68,2
27/10/2020; ;;;;
; 09:08;1091;7,6;60;41,1
; 13:20;1120;7,6;60;58,9
; 16:45;1136;7,6;60;54,9
; 20:45;1260;7,6;60;55,9
; 00:40;1276;7,6;58;56,7
; 05:00;1286;7,6;58;54,1
28/10/2020; ;;;;
; 08:40;993;7,2;50;45,6
; 13:00;1020;7,2;50;49,8
; 16:45;1097;7,6;48;51,7
;-;1100;7,6;48;53,7
; 00:20;1041;7,4;50;49,7
; 05:10;1079;7,4;50;53,4
29/10/2020; ;;;;
; 08:40;1072;7,2;50;52,3
; 13:04;1206;7,2;50;58,6
; 16:45;1215;7,6;50;61,7
; 20:35;1130;7,6;50;66,9
;  00:25;1137;7,6;50;63,1
; 05:05;1170;7,6;50;67,6
30/10/2020; ;;;;
; 08:40;936;7,2;46;43,8
; 13:00;920;7,2;46;40,6
; 16:40;930;7,6;46;45,1
; 20:50;936;7,6;46;47,3
; 00:20;941;7,6;48;54,8
; 05.00;933;7,6;48;51,7
31/10/2020; ;;;;
; 09:00;922;7,6;48;55,6
; 12:50;946;7,6;48;61,8
; 16:40;820;7,6;46;59,3
; 20:45;817;7,6;46;61,3
; 00:10;643;7,6;48;51,8
; 05:10;651;7,6;48;56,7
1/11/2020;;;;;
; 09.00;672;7,6;48;50,1
; 13:00;659;7,4;48;46,1
; 16:40;534;7,6;46;43,8
; 20:50;530;7,6;46;45,9
; 00:05;531;7,6;46;48,7
; 05:00;527;7,6;46;50,4
2/11/2020;;;;;
; 08:40;662;7,4;40;27,6
; 13:00;653;7,4;40;29,2
; 16:45;648;7,6;40;36,1
; 20:55;646;7,6;40;40,9
; 00:20;640;7,6;48;48,3
; 05:00;896;7,6;48;44,9
3/11/2020;;;;;
; 08:10;768;7,6;40;29,2
; 13:10;790;7,6;42;24,9
; 17:10;786;7,6;42;20,6
; 20:59;776;7,6;42;22,1
; 00:35;751;7,6;40;36,4
; 04:50;753;7,6;40;35,8
4/11/2020;;;;;
; 07:45;666;7,6;40;25,2
; 12:45;657;7,6;40;24,1
; 17:00;648;7,6;40;20,8
; 20:10;630;7,6;40;24,4
; 00:45;623;7,6;40;32,9
; 04:55;620;7,6;40;35,3
5/11/2020;;;;;
; 08:25;558;7,6;40;24,8
; 13:05;503;7,6;40;25,8
; 17:00;518;7,6;40;27,1
; 20:20;526;7,6;40;31,6
; 00:40;546;7,6;40;30,7
; 04:45;547;7,6;40;32,9
6/11/2020;;;;;
; 08:15;601;7,6;40;25,3
; 12:40;605;7,6;40;21,6
; 16:48;618;7,6;40;32,8
; 21:00;632;7,6;40;37,2
; 00:35;588;7,6;40;23,9
; 04:40;590;7,6;40;25,2
7/11/2020;;;;;
; 08:20;601;7,6;40;21,6
; 12:20;594;7,6;40;23,2
; 17:01;590;7,6;40;32,4
; 21:00;586;7,4;40;30,1
; 00:35;587;7,6;40;32,5
; 04:45;589;7,6;40;35,6
8/11/2020;;;;;
; 08:25;516;7,6;38;23,2
; 12:10;523;7,6;38;21,8
; 16:50;531;7,6;38;27,1
; 20:20;538;7,6;38;31,1
; 00:40;530;7,6;40;29,7
; 04:55;532;7,6;40;31,7
9/11/2020;;;;;
; 08:30;517;7,6;36;25,7
; 13:15;519;7,6;36;27,6
; 16:55;516;7,4;36;30,1
; 20:49;528;7,4;36;33,6
; 00:40;520;7,6;36;27,4
; 04:40;516;7,6;36;29,8
10/11/2020;;;;;
; 08:40;582;7,4;38;22,1
; 13:05;580;7,4;38;39,2
;  16:25;573;7,4;36;27,2
; 20:30;579;7,4;36;25,1
; 00:30;566;7,6;38;26,3
; 04:45;565;7,6;38;23,7
11/10/2020;;;;;
; 08:00;575;7,6;38;19,2
; 12:50;583;7,6;38;20,1
; 16:25;593;7,6;38;22,5
; 20:40;598;7,6;38;21,6
; 00:59;616;7,6;38;26
; 04:49;610;7,6;38;21,1
12/11/2020;;;;;
; 08:20;567;7,6;38;27,6
; 12:45;570;7,6;38;27,6
; 16:15;576;7,6;38;24,9
; 20:40;569;7,6;38;27,1
; 00:29;622;7,6;38;24,8
; 04:40;631;7,6;38;27,9
13/11/2020;;;;;
; 08:10;574;7,4;36;27,5
; 12:30;581;7,4;36;28,9
; 16:40;557;7,6;36;27,2
; 20:45;543;7,4;36;29,7
; 00:30;541;7,6;38;26,6
; 05:00;552;7,6;38;20,6
14/11/2020;;;;;
; 09:00;571;7,6;36;26,8
; 11:50;567;7,6;36;30,1
; 16:40;557;7,6;36;27,2
; 19:55;494;7,2;32;99,2
; 00:30;512;7,2;30;140
; 05:00;523;7,2;30;166
15/11/2020;;;;;
; 08:05;571;7,6;38;149
; 12:00;580;7,6;38;152
; 16:15;572;7,6;38;62,9
; 20:30;579;7,6;38;65,2
; 00:38;564;7,4;38;50
; 04:38;552;7,4;38;53,6
16/11/2020;;;;;
; 08:30;613;7,2;42;61,3
; 12:09;586;7,2;40;48,6
; 16:15;602;7,4;38;42,6
; 20:30;609;7,4;38;37,2
; 00:28;616;7,4;38;31,8
; 04:40;629;7,4;38;26,1
17/11/2020;;;;;
; 09:00;615;7,4;38;57,8
; 13:10;590;7,4;38;52,7
;  16:10;577;7,6;38;47
;-;581;7,6;40;43,1
; 00:38;574;7,6;40;31,6
; 04:40;561;7,6;40;28,6
18/11/2020;;;;;
; 08:45;660;7,6;40;24,3
; 13:00;648;7,6;40;30,6
; 16:15;620;7,4;40;29,3
; 20:25;630;7,4;40;31,2
; 00:15;598;7,4;38;37,2
; 04:35;602;7,4;38;35,9
19/11/2020;;;;;
; 08:20;596;7,4;40;36,2
;  12:45;512;7,4;40;34,1
; 16:30;547;7,4;40;31,8
; 20:20;541;7,4;40;30,9
; 00:20;444;7,4;38;34,8
;  04:20;421;7,4;38;32,3
20/11/2020;;;;;
; 08:05;374;7,4;30;30,8
; 12:20;378;7,4;32;32,6
; 16:20;371;7,4;34;33,8
;  20:00;367;7,4;34;36,7
; 00:15;335;7,4;34;38,2
; 04:40;332;7,4;34;35,1
21/11/2020;;;;;
; 08:00;349;7,4;36;31,2
; 12:25;342;7,4;36;33,9
; 16:20;347;7,4;36;30,4
; 19:45;343;7,4;36;31,9
; 00:30;337;7,2;34;35,1
; 04:35;332;7,2;34;33,8
22/11/2020;;;;;
; 08:25;337;7,2;32;37,2
; 12:40;342;7,2;32;36,4
; 16:25;343;7,4;32;36,8
; 20:05;345;7,4;32;34,7
; 00:15;375;7,4;32;32,8
; 04:20;382;7,4;32;35,9
23/11/2020;;;;;
; 07:30;405;7,4;34;42
; 12:30;397;7,6;34;31,9
; 16:25;390;7,6;34;35,7
; 19:40;397;7,6;34;38,4
; 00:05;438;7,4;32;32,1
; 04:30;451;7,4;32;35,4
24/11/2020;;;;;
; 08:30;488;7,4;34;43,2
; 11:50;462;7,4;34;45,8
; 16:10;461;7,6;34;46,3
; 20:55;466;7,6;34;45,1
; 00:20;635;7,2;34;46,8
; 04:15;680;7,6;38;49,2
25/11/2020;;;;;
; 08:40;720;7,6;40;51,5
; 13:25;653;7,6;40;50,9
; 16:10;651;7,6;40;53,1
; 21:00;648;7,6;40;51,3
; 00:25;641;7,6;40;33,6
; 03:25;639;7,6;40;47,8
26/11/2020;;;;;
; 08:20;592;7,4;40;88,7
; 12:50;608;7,6;36;70,2
; 16:20;603;7,6;40;74,9
; 20:45;610;7,6;40;79,8
; 00:10;620;7,6;40;74,8
; 05:10;623;7,6;40;76,1
27/11/2020;;;;;
; 07:45;787;7,6;40;52,5
; 13:20;780;7,6;40;59,7
; 16:30;783;7,6;40;62,1
; 20:50;786;7,6;40;65,9
; 00:30;821;7,6;40;68,7
; 05:15;847;7,6;40;73,8
28/11/2020;;;;;
; 08:20;811;7,6;40;67,4
; 12:30;810;7,6;40;68,9
; 16:10;806;7,6;40;70,1
; 20:50;810;7,6;40;71,6
; 00:05;803;7,6;40;60,4
; 05:10;800;7,6;40;57,4
29/11/2020;;;;;
; 08:15;810;7,6;40;69,2
; 13:00;814;7,6;40;71,7
; 16:35;969;7,6;46;79,7
; 20:25;1089;7,6;48;81,7
; 00:45;943;7,6;40;68,1
; 05:00;1577;7,6;40;73,9
30/11/2020;;;;;
; 08:45;1532;7,6;44;95,5
; 12:50;1766;7,6;48;83,2
; 16:25;1633;7,6;48;82,6
; 20:35;1596;7,6;48;80,1
; 00:50;1107;7,6;50;68,4
; 05:00;943;7,6;50;70,4
1/12/2020;;;;;
; 09:10;775;7,4;42;69,3
