Planta Potabilizadora Nº3;;;;;
AÑO 2018;;;;;
;;;;;
DIA;HORA;CONDUCTIVIDAD (mS/cm);pH;ALCALINIDAD (ppm CaCO3);TURBIDEZ (UNT)
;Hora: 07:53;135,4;7,22;36;69,5
;Hora: 11:48;181,8;7,25;36;74,8
;Hora: 14:30;180,9;7,23;36;76,1
;Hora: 18:45;182,7;7,21;36;75,9
;Hora: 00:02;184,6;7,33;36;73,8
;Hora: 04:05;182,4;7,27;36;70,8
4/7/2018;Hora: 06:28;;;;
;Hora: 07:58;142,4;7,22;36;63,3
;Hora: 11:40;135,0;7,29;36;56,8
;Hora: 14:30;138,9;7,24;36;58,2
;Hora: 18:20;136,9;7,26;36;-
;Hora: 23:25;140,2;7,22;36;67,2
;Hora: 04:50;141,6;7,18;36;62,4
5/7/2018;Hora: 06:28;;;;
;Hora: 07:58;135,6;7,29;36;52,7
;Hora: 11:26;152,9;7,25;36;55,7
;Hora: 14:30;153,6;7,26;36;56,9
;Hora: 18:25;156,7;7,22;36;58,9
;Hora: 22:45;130,5;7,23;36;58,3
;Hora: 05:00;131,8;7,19;36;60,4
6/7/2018;Hora: 06:28;;;;
;Hora: 07:50;131,6;7,33;36;52,9
;Hora: 11:38;133,7;7,32;36;47,6
;;;;;
;Hora: 20:50;150,9;7,30;36;49,9
;Hora: 23:20;132,6;7,18;34;47,8
;Hora: 05:05;131,6;7,21;34;49,2
7/7/2018;;;;;
;Hora: 07:40;129,1;7,35;36;48,5
;Hora: 11:28;128,3;7,37;36;52,6
;Hora: 14:25;129,0;7,35;36;53,9
;Hora: 18:45;130,9;7,36;36;52,1
;Hora: 22:35;130,8;7,23;34;43,6
;Hora: 05:00;131,4;7,18;34;48,2
8/7/2018;;;;;
;Hora: 07:32;129,8;7,32;34;49,0
;Hora: 11:28;131,2;7,34;36;51,6
;Hora: 14:15;132,9;7,36;36;51,0
;Hora: 18:40;130,8;7,32;36;50,3
;Hora: 22:50;131,6;7,19;36;48,3
;Hora: 04:55;129,4;7,24;34;53,6
9/7/2018;;;;;
;Hora: 08:03;130,3;7,19;34;56,1
;Hora: 11:49;132,6;7,26;34;58,0
;Hora: 14:45;134,2;7,29;36;56,7
;Hora: 18:40;135,8;7,32;36;59,5
;Hora: 22:45;133,6;7,23;34;47,6
;Hora: 04:55;135,2;7,21;36;51,3
10/7/2018;Hora: 06:20;;;;
;Hora: 08:07;-;-;-;-
;Hora: 11:40;273,0;7,28;36;63,8
;Hora: 14:50;136,8;7,31;36;64,3
;Hora: 18:45;137,4;7,30;36;62,9
;Hora: 22:55;132,6;7,20;36;51,6
;Hora: 04:50;130,2;7,23;36;54,8
11/7/2018;Hora: 06:28;;;;
;Hora: 08:06;134,1;6,98;38;50,6
;Hora: 11:35;138,2;7,26;38;52,0
;Hora: 14:55;139,9;7,29;38;53,8
;Hora: 18:35;136,8;7,30;38;54,5
;Hora: 22:25;134,7;7,31;38;50,9
;Hora: 03:50;138,1;7,33;38;52,9
12/7/2018;Hora: 06:28;;;;
;Hora: 08:00;136,1;7,29;38;41,0
;Hora: 11:58;139,8;6,96;38;42,7
;Hora: 14:20;140,7;7,15;38;43,9
;Hora: 18:30;141,7;7,19;38;44,6
;Hora: 22:35;147,1;7,22;36;59,1
;Hora: 03:50;140,1;7,21;36;50,1
13/7/2018;Hora: 06:30;;;;
;Hora: 08:08;139,3;7,20;38;46,9
;Hora: 11:35;143,1;7,03;38;46,8
;Hora: 14:15;144,1;7,06;38;47,1
;Hora: 18:20;146,0;7,11;38;46,9
;Hora: 22:15;146,1;7,15;38;48,9
;Hora: 03:55;143,7;7,17;38;49,7
14/7/2018;;;;;
;Hora: 08:09;142,8;7,15;38;46,2
;Hora: 12:08;142,6;7,22;38;42,6
;Hora: 14:45;141,6;7,26;38;43,5
;Hora: 18:25;142,4;7,29;38;44,8
;Hora: 22:25;142,6;7,24;38;49,7
;Hora: 03:45;140,7;7,30;38;50,3
15/7/2018;;;;;
;Hora: 08:07;142,4;7,29;38;51,6
;Hora: 11:10;142,8;7,22;38;53,8
;Hora: 14:40;144,6;7,24;38;53,1
;Hora: 18:25;140,1;7,21;38;51,9
;Hora: 22:35;143,9;7,20;36;49,8
;Hora: 03:50;140,6;7,24;38;52,4
16/7/2018;Hora: 06:30;;;;
;Hora: 08:10;157,0;7,22;38;39,7
;Hora: 11:25;-;-;-;-
;Hora: 14:45;158,6;7,26;40;41,7
;Hora: 18:10;156,1;7,24;40;42,7
;Hora: 22:25;152,9;7,39;38;50,2
;Hora: 03:55;150,7;7,32;38;52,7
17/7/2018;Hora: 06:30;;;;
;Hora: 08:10;154,7;7,24;40;49,2
;Hora: 11:45;156,2;7,21;40;45,9
;Hora: 15:10;158,2;7,29;40;48,6
;Hora: 19:09;157,4;7,22;40;55,8
;Hora: 22:30;155,9;7,28;38;49,7
;Hora: 03:45;157,9;7,31;40;50,7
18/7/2018;Hora: 06:30;;;;
;Hora: 08:05;158,2;7,23;40;47,2
;Hora: 11:20;161,5;7,25;40;51,8
;Hora: 15:29;162,4;7,39;40;58,2
;Hora: 18:40;160,8;7,24;40;56,2
;Hora: 22:50;162,2;7,29;40;54,1
;Hora: 04:10;164,1;-;-;-
19/7/2018;Hora: 06:30;;;;
;Hora: 08:00;162,0;7,33;40;46,8
;Hora: 11:45;160,5;7,29;40;45,2
;Hora: 15.25;162,4;7,33;40;47,8
;Hora: 19:30;160,8;7,27;40;42,4
;Hora: 22:35;161,2;7,25;40;42,9
;Hora: 04:10;162,7;7,20;40;43,2
20/7/2018;Hora: 06:30;;;;
;Hora: 08:05;149,2;7,24;38;47,6
;Hora: 11:40;150,5;7,21;40;54,3
;Hora: 15:30;152,6;7,28;38;52,8
;Hora: 18:36;154,7;7,23;38;56,0
;Hora: 22:50;152,1;7,26;38;55,9
;Hora: 04:15;150,8;7,28;38;53,1
21/7/2018;;;;;
;Hora: 07:30;151,2;7,22;40;52,3
;Hora: 11:45;150,6;7,24;40;48,6
;Hora: 14:50;152,4;7,20;40;46,0
;Hora: 19:09;152,0;7,27;40;51,6
;Hora: 22:40;149,9;7,21;38;50,7
;Hora: 04:20;148,5;7,26;38;51,2
22/7/2018;;;;;
;Hora: 07:45;150,3;7,22;40;47,8
;Hora: 11:45;148,7;7,18;40;51,3
;Hora: 15:14;150,7;7,30;40;56,8
;Hora: 18:24; ;7,23;40;53,2
;Hora: 22:40;149,7;7,27;40;50,9
;Hora: 04:15;150,5;7,30;40;51,8
23/7/2018;;;;;
;Hora: 07:20;143,7;7,27;34;74,7
;Hora: 10:57;144,6;7,25;36;53,5
;Hora: 15:30;766,0;7,39;44;136,0
;Hora: 18:25;742,0;7,20;44;118,0
;Hora: 22:43;164,5;7,28;40;93,8
;Hora: 03:53;162,1;7,29;40;86,7
24/7/2018;Hora: 06:20;;;;
;Hora: 07:50;166,3;7,22;38;77,8
;Hora: 11:25;181,3;7,18;40;84,9
;Hora: 14:40;161,8;7,23;40;98,2
;Hora: 18:25;183,6;7,25;40;93,3
;Hora: 22:44;178,3;7,33;42;80,8
;Hora: 03:46;188,2;7,35;42;77,8
25/7/2018;Hora: 06:15;;;;
;Hora: 07:25;239,0;7,24;46;68,7
;Hora: 11:25;226,0;7,23;46;62,4
;Hora: 14:25;201,0;7,21;46;60,4
;Hora: 19:05;203,0;7,26;44;57,2
;Hora: 23:15;206,0;7,25;44;55,4
;Hora: 03:30;212,0;7,30;44;57,8
26/7/2018;Hora: 06:20;;;;
;Hora: 07:45;210,0;7,27;44;54,6
;Hora: 11:42;203,0;7,21;44;56,9
;Hora: 14:30;201,0;7,26;44;59,2
;Hora: 18:20;200,0;7,29;44;60,6
;Hora: 23:08;204,0;7,33;44;61,8
;Hora: 03:20;208,0;7,24;44;59,8
27/7/2018;Hora: 06:25;;;;
;Hora: 07:45;236,0;7,16;44;47,4
;Hora: 11:35;280,0;7,30;44;54,2
;Hora: 14:40;280,0;7,32;44;55,9
;Hora: 18:25;282,0;7,34;44;56,2
;Hora: 23:10;274,0;7,20;44;52,4
;Hora: 03:30;268,0;7,33;44;50,6
28/7/2018;;;;;
;Hora: 06:25;280,0;7,30;44;53,8
;Hora: 10:20;287,0;7,32;44;50,9
;Hora: 14:15;285,0;7,36;44;52,4
;Hora: 18:30;286,0;7,34;44;54,1
;Hora: 23:02;284,0;7,38;44;58,8
;Hora: 03:35;280,0;7,26;44;55,6
29/7/2018;;;;;
;Hora: 06:30;283,0;7,23;44;57,8
;Hora: 10:20;279,0;7,29;44;59,4
;Hora: 14:40;280,0;7,29;44;59,9
;Hora: 18:10;280,0;7,31;44;61,6
;Hora: 23:10;274,0;7,20;44;64,8
;Hora: 03:30;278,0;7,26;44;60,8
30/7/2018;Hora: 06:23;;;;
;Hora: 07:33;227,0;7,31;44;43,5
;Hora: 10:43;231,0;7,24;42;34,9
;Hora: 14:40;237,0;7,25;42;39,4
;Hora: 18:30;240,0;7,32;42;41,2
;Hora: 23:10;252,0;7,36;44;47,6
;Hora: 03:28;268,0;7,31;44;45,8
31/7/2018;;;;;
;Hora: 06:21;227,0;7,28;42;38,4
;Hora: 12:20;;;;
;Hora: 14:35;280,0;7,30;44;52,9
;Hora: 18:25;286,0;7,36;44;57,2
;Hora: 22:35;280,0;7,30;44;60,8
;Hora: 03:45;288,0;7,39;44;66,8
1/8/2018;Hora: 06:26;;;;
;Hora: 07:43;216,0;7,25;42;38,2
;Hora: 11:24;210,0;7,28;42;38,4
;Hora: 14:25;239,0;7,24;44;40,7
;Hora: 18:30;232,0;7,22;44;42,3
;Hora: 22:30;234,0;7,26;44;45,1
;Hora: 03:55;235,0;7,29;44;44,2
2/8/2018;Hora: 06:23;;;;
;Hora: 07:43;182,1;7,23;40;45,6
;Hora: 11:38;187,4;7,28;40;39,3
;Hora: 14:25;195,9;7,30;42;40,6
;Hora: 18:35;197,9;7,27;40;39,3
;Hora: 22:40;199,6;7,30;40;38,5
;Hora: 04:00;200,0;7,28;40;39,9
3/8/2018;Hora: 06:26;;;;
;Hora: 07:48;174,3;7,24;40;38,7
;Hora: 11:23;178,9;7,22;40;36,6
;Hora: 14:20;183,1;7,20;42;39,8
;Hora: 18:30;187,7;7,23;42;38,7
;Hora: 22:25;185,2;7,22;42;37,1
;Hora: 04:05;184,9;7,26;42;39,5
4/8/2018;;;;;
;Hora: 07:33;171,6;7,28;40;32,9
;Hora: 11:38;177,6;7,30;40;37,2
;Hora: 14:25;188,1;7,33;42;39,2
;Hora: 18:15;190,1;7,30;42;42,1
;Hora: 22:50;192,6;7,29;42;42,6
;Hora: 04:05;193,1;7,32;42;44,0
5/8/2018;;;;;
;Hora: 07:53;188,0;7,39;40;31,9
;Hora: 11:36;200,0;7,41;40;30,6
;Hora: 14:25;239,0;7,38;42;36,7
;Hora: 18:10;243,0;7,32;42;38,6
;Hora: 22:35;240,0;7,29;42;37,9
;Hora: 04:10;243,0;7,35;42;39,1
6/8/2018;Hora: 06:25;;;;
;Hora: 08:00;267,0;7,28;44;33,5
;Hora: 12:06;289,0;7,06;44;29,8
;Hora: 14:25;297,0;7,08;44;32,9
;Hora: 18:10;301,0;7,11;44;38,3
;Hora: 22:25;302,0;7,16;44;41,7
;Hora: 03:40;305,0;7,20;44;40,8
7/8/2018;Hora: 06:26;;;;
;Hora: 08:10;255,0;7,04;44;40,6
;Hora: 11:20;268,0;7,20;44;-
;Hora: 15:08;283,0;7,50;46;44,6
;Hora: 19:23;263,0;7,47;46;42,5
;Hora: 22:35;266,0;7,49;46;43,9
;Hora: 03:50;264,0;7,42;46;44,5
8/8/2018;Hora: 06:28;;;;
;Hora: 07:50;240,0;7,25;44;46,1
;Hora: 11:36;221,0;7,38;44;52,7
;Hora: 14:53;215,0;7,51;40;59,5
;Hora: 19:16;202,0;7,53;40;58,2
;Hora: 22:35;210,0;7,11;42;60,3
;Hora: 03:45;212,0;7,49;42;58,9
9/8/2018;Hora: 06:25;;;;
;Hora: 07:52;193,7;7,20;44;46,0
;Hora: 12:02;189,3;7,01;38;36,8
;Hora: 15:23;190,2;7,52;40;54,1
;Hora: 18:58;185,5;7,50;40;46,8
;Hora: 22:30;193,1;7,43;42;47,8
;Hora: 03:50;190,1;7,45;42;48,8
10/8/2018;Hora: 06:21;;;;
;Hora: 08:16;178,8;7,12;40;38,6
;Hora: 11:59;178,1;7,26;40;46,3
;Hora: 15:38;181,8;7,52;40;39,4
;Hora: 18:58;169,5;7,50;40;40,1
;Hora: 22:45;172,6;7,45;42;43,9
;Hora: 03:50;177,9;7,43;42;46,8
11/8/2018;;;;;
;Hora: 07:57;164,8;7,21;40;41,8
;Hora: 12:05;162,8;7,00;40;38,0
;Hora: 15:10;161,2;7,48;40;37,2
;Hora: 18:53;161,6;7,46;40;38,5
;Hora: 22:35;163,1;7,42;42;46,8
;Hora: 03:45;167,1;7,47;42;45,8
12/8/2018;;;;;
;Hora: 08:08;168,0;7,22;42;43,2
;Hora: 11:40;170,6;7,16;42;41,8
;Hora: 15:11;164,2;7,43;40;37,5
;Hora: 19:14;164,6;7,44;40;38,6
;Hora: 22:25;164,9;7,42;42;41,2
;Hora: 03:45;167,1;7,45;42;40,3
13/8/2018;Hora: 06:30;;;;
;Hora: 08:10;195,1;7,34;36;36,2
;Hora: 11:35;203,0;7,18;38;33,1
;Hora: 15:18;210,0;7,32;38;32,5
;Hora: 19:08;215,0;7,35;38;33,6
;Hora: 22:25;223,0;7,37;40;40,6
;Hora: 03:50;228,0;7,33;40;38,1
14/8/2018;Hora: 06:30;;;;
;Hora: 08:05;206,0;7,24;40;37,6
;Hora: 11:35;209,0;7,21;40;32,3
;Hora: 15:10;216,0;7,31;40;38,6
;Hora: 19:30;208,0;7,21;40;41,6
;Hora: 22:35;213,0;7,24;42;43,6
;Hora: 03:45;209,0;7,27;42;45,9
15/8/2018;Hora: 06:30;;;;
;Hora: 08:10;174,6;7,22;40;34,6
;Hora: 11:20;176,2;7,18;40;31,3
;Hora: 15:30;178,8;7,26;40;36,8
;Hora: 19:35;176,8;7,33;40;34,8
;Hora: 22:58;170,4;7,45;40;29,8
;Hora: 03:48;162,9;7,43;40;30,8
16/8/2018;Hora: 06:30;;;;
;Hora: 08:15;164,0;7,32;40;33,4
;Hora: 11:25;175,2;7,38;38;33,4
;Hora: 15:50;176,0;7,36;38;30,8
;Hora: 19:18;178,7;7,26;38;33,7
;Hora: 22:54;157,4;7,49;38;31,8
;Hora: 03:48;153,6;7,48;38;32,8
17/8/2018;Hora: 06:30;;;;
;Hora: 08:20;148,3;7,34;36;32,6
;Hora: 11:05;148,3;7,26;36;35,2
;Hora: 14:40;146,3;7,24;36;36,1
;Hora: 18:25;147,0;7,26;36;37,8
;Hora: 22:58;151,7;7,43;36;33,5
;Hora: 03:48;147,9;7,41;36;30,4
18/8/2018;;;;;
;Hora: 06:45;150,2;7,31;36;34,3
;Hora: 11:25;154,6;7,28;36;33,8
;Hora: 15:27;168,8;7,33;36;30,8
;Hora: 19:08;170,8;7,26;36;33,1
;Hora: 23:00;160,8;7,42;36;30,2
;Hora: 03:53;157,9;7,40;36;29,1
19/8/2018;;;;;
;Hora: 07:00;153,8;7,31;36;61,4
;Hora: 11:35;152,4;7,29;38;58,7
;Hora: 14:27;158,6;7,21;38;54,6
;Hora: 19:19;160,6;7,37;38;78,2
;Hora: 22:48;161,4;7,50;38;62,1
;Hora: 03:54;170,6;7,49;38;89,5
20/8/2018;;;;;
;Hora: 06:55;172,4;7,46;38;90,6
;Hora: 10:30;179,9;7,40;38;92,8
;Hora: 15:20;178,7;7,37;38;87,9
;Hora: 18:20;174,9;7,29;38;83,6
;Hora: 22:58;227,0;7,47;40;46,0
;Hora: 03:48;235,0;7,49;40;44,5
21/8/2018;Hora: 06:15;;;;
;Hora: 07:20;324,0;7,37;46;33,2
;Hora: 10:45;211,0;7,02;46;30,5
;Hora: 14:45;203,0;7,23;42;34,8
;Hora: 18:30;212,0;7,28;42;30,6
;Hora: 23:02;181,6;7,45;40;31,5
;Hora: 03:53;176,4;7,46;40;29,3
22/8/2018;;;;;
;Hora: 06:45;169,3;7,32;40;35,4
;Hora: 11:10;171,4;7,32;40;38,4
;Hora: 14:40;169,6;7,23;38;35,7
;Hora: 18:35;166,4;7,19;38;32,3
;Hora: 23:20;168,1;7,24;38;35,2
;Hora: 03:48;167,1;7,30;38;31,0
23/8/2018;Hora: 06:45;;;;
;Hora: 07:45;170,3;7,27;40;36,1
;Hora: 11:00;169,2;7,38;36;25,8
;Hora: 15:05;168,2;7,31;36;27,1
;Hora: 18:45;169,5;7,33;36;24,8
;Hora: 23:19;170,8;7,39;36;22,0
;Hora: 03:52;167,0;7,33;36;26,0
24/8/2018;Hora: 06:20;;;;
;Hora: 07:35;212,0;7,34;36;28,2
;Hora: No registró;200,0;7,19;38;27,4
;Hora: 14:35;225,0;7,23;38;21,6
;Hora: 18:45;178,6;7,25;36;24,1
;Hora: 23:10;177,8;7,39;36;34,4
;Hora: 03:38;176,0;7,32;36;31,8
25/8/2018;;;;;
;Hora: 06:20;185,3;7,16;38;28,1
;Hora: 10:30;186,9;7,26;38;30,2
;Hora: 14:40;227,0;7,21;38;27,4
;Hora: 18:35;248,0;7,25;38;24,8
;Hora: 22:40;242,0;7,27;38;28,8
;Hora: 03:57;246,0;7,25;38;33,6
26/8/2018;;;;;
;Hora: 06:25;203,0;7,21;38;28,9
;Hora: 10:50;200,0;7,26;38;31,9
;Hora: 14:45;198,3;7,21;38;28,3
;Hora: 18:25;187,6;7,24;38;26,9
;Hora: 23:20;186,0;7,39;38;34,7
;Hora: 03:50;184,8;7,31;38;30,6
27/8/2018;;;;;
;Hora: 07:56;182,6;7,50;38;37,2
;Hora: 11:13;188,1;7,47;38;35,8
;Hora: 14:45;203,0;7,41;38;31,6
;Hora: 18:30;201,0;7,33;38;36,2
;Hora: 23:06;198,8;7,26;38;25,8
;Hora: 03:35;197,0;7,33;38;29,6
28/8/2018;Hora: 06:22;;;;
;Hora: 07:43;257,0;7,25;40;28,7
;Hora: 11:35;258,0;7,47;40;27,8
;Hora: 14:30;243,0;7,43;40;28,0
;Hora: 18:45;255,0;7,49;40;31,7
;Hora: 23:16;230,0;7,20;38;28,6
;Hora: 03:58;226,0;7,27;38;22,8
29/8/2018;Hora: 06:24;;;;
;Hora: 07:43;212,0;7,44;40;26,8
;Hora: 11:22;221,0;7,40;40;26,0
;Hora: 14:10;226,0;7,43;40;27,1
;Hora: 18:25;229,0;7,45;40;28,8
;Hora: 22:45;235,0;7,34;38;28,3
;Hora: 04:35;229,0;7,31;38;27,1
30/8/2018;Hora: 06:24;;;;
;Hora: 07:53;208,0;7,32;40;27,8
;Hora: 11:22;225,0;7,37;40;25,6
;Hora: 14:40;224,0;7,38;40;24,5
;Hora: 18:25;228,0;7,46;40;25,1
;Hora: 22:45;225,0;7,26;38;29,3
;Hora: 04:30;214,0;7,26;38;26,2
31/8/2018;;;;;
;Hora: 06:38;209,0;7,36;38;30,8
;Hora: 11:38;209,0;7,34;38;29,5
;Hora: 14:25;213,0;7,31;38;32,9
;Hora: 18:20;218,0;7,36;36;31,7
;Hora: 22:56;221,0;7,26;38;31,7
;Hora: 04:35;225,0;7,28;38;34,6
1/9/2018;;;;;
;Hora: 07:47;184,3;7,39;38;30,4
;Hora: 11:18;183,9;7,41;38;33,4
;Hora: 14:30;187,3;7,37;38;30,1
;Hora: 18:15;190,2;7,33;38;32,9
;Hora: 22:55;193,9;7,32;38;32,6
;Hora: 04:25;195,1;7,28;38;33,8
2/9/2018;;;;;
;Hora: 07:33;195,7;7,52;38;35,8
;Hora: 10:53;194,4;7,50;38;31,5
;Hora: 14:25;190,1;7,41;40;33,9
;Hora: 18:20;219,0;7,37;38;36,8
;Hora: 22:45;207,0;7,28;38;29,6
;Hora: 04:30;203,0;7,25;38;28,3
3/9/2018;Hora: 06:15;;;;
;Hora: 07:20;210,0;7,40;40;28,4
;Hora: 11:15;208,0;7,37;40;30,1
;Hora: 14:30;206,0;7,35;40;33,8
;Hora: 18:40;203,0;7,37;40;30,2
;Hora: 22:40;211,0;7,23;38;31,6
;Hora: 04:25;215,0;7,25;38;32,8
4/9/2018;Hora: 06:40;;;;
;Hora: 07:35;221,0;7,31;40;27,9
;Hora: 12:00;223,0;7,39;40;29,3
;Hora: 15:13;254,0;7,52;40;28,8
;Hora: 19:18;229,0;7,56;40;26,7
;Hora: 23:15;218,0;7,29;38;26,8
;Hora: 04:25;207,0;7,25;38;25,2
5/9/2018;Hora: 06:35;;;;
;Hora: 07:25;213,0;7,46;40;27,2
;Hora: 11:20;200,0;7,25;40;26,1
;Hora: 15:13;198,5;7,54;40;25,6
;Hora: 19:08;191,3;7,51;40;24,2
;Hora: 23:25;199,7;7,45;42;27,6
;Hora: 04:05;198,6;7,41;40;28,6
6/9/2018;Hora: 06:35;;;;
;Hora: 07:45;198,1;7,26;38;25,0
;Hora: 11:05;207,0;7,38;38;26,4
;Hora: 15:23;198,3;7,53;38;30,1
;Hora: 19:23;186,0;7,51;38;26,5
;Hora: 23:15;193,7;7,49;40;28,9
;Hora: 03:55;197,6;7,43;40;30,2
7/9/2018;Hora: No registró;;;;
;Hora: 07:30;199,1;7,21;38;22,9
;Hora: 10:55;199,9;7,30;38;23,6
;Hora: 15:21;189,3;7,54;38;28,1
;Hora: 19:18;187,3;7,52;38;25,6
;Hora: 22:20;191,2;7,48;40;28,9
;Hora: 04:05;193,7;7,45;40;29,6
8/9/2018;;;;;
;Hora: 06:20;195,3;7,10;38;25,1
;Hora: 11:20;197,3;7,16;38;24,2
;Hora: 15:20;180,3;7,44;38;25,8
;Hora: 18:28;180,5;7,47;38;25,3
;Hora: 22:20;190,6;7,44;40;27,6
;Hora: 03:55;197,2;7,47;40;29,3
9/9/2018;;;;;
;Hora: 06:45;198,0;7,30;40;29,1
;Hora: 11:20;196,1;7,29;40;30,3
;Hora: 15:28;188,6;7,50;38;26,5
;Hora: 18:33;182,9;7,52;38;25,4
;Hora: 22:15;187,2;7,46;40;28,3
;Hora: 03:55;186,4;7,44;40;26,4
10/9/2018;Hora: 06:30;;;;
;Hora: 08:25;191,4;7,36;38;27,1
;Hora: 11:20;207,0;7,25;38;26,2
;Hora: 15:18;221,0;7,56;38;25,1
;Hora: 19:08;237,0;7,55;38;24,8
;Hora: 22:30;240,0;7,52;40;26,8
;Hora: 03:55;243,0;7,49;40;28,7
11/9/2018;Hora: 06:30;;;;
;Hora: 07:40;198,7;7,39;38;34,8
;Hora: 11:20;259,0;7,25;40;22,6
;Hora: 14:35;255,0;7,29;40;23,2
;Hora: 17:55;250,0;7,32;40;24,2
;Hora: 22:10;253,0;7,42;40;26,7
;Hora: 03:55;249,0;7,38;40;28,4
12/9/2018;Hora: 06:30;;;;
;Hora: 08:30;276,0;7,21;40;19,4
;Hora: 12:05;315,0;7,25;40;20,7
;Hora: 15:15;286,0;7,30;42;20,9
;Hora: 18:40;290,0;7,28;42;21,6
;Hora: 23:03;304,0;7,45;42;24,1
;Hora: 03:43;302,0;7,47;42;28,2
13/9/2018;Hora: 06:30;;;;
;Hora: 08:05;314,0;7,39;40;23,9
;Hora: 11:35;268,0;7,32;40;26,1
;Hora: 14:20;270,0;7,35;40;25,8
;Hora: 18:45;273,0;7,38;40;24,1
;Hora: 22:58;274,0;7,56;40;24,1
;Hora: 03:52;266,0;7,57;40;22,9
14/9/2018;Hora: 06:30;;;;
;Hora: 08:30;272,0;7,25;42;24,2
;Hora: 11:35;321,0;7,31;42;23,6
;Hora: 14:25;308,0;7,33;42;24,1
;Hora: 18:35;309,0;7,34;42;23,6
;Hora: 23:03;257,0;7,54;42;25,4
;Hora: 03:53;259,0;7,56;42;24,2
15/9/2018;;;;;
;Hora: 06:30;273,0;7,29;40;24,6
;Hora: 11:15;270,0;7,31;40;28,2
;Hora: 14:10;268,0;7,33;40;29,6
;Hora: 18:20;271,0;7,31;40;30,2
;Hora: 22:48;212,0;7,39;40;23,8
;Hora: 03:56;218,0;7,36;40;24,1
16/9/2018;;;;;
;Hora: 06:35;220,0;7,35;40;23,8
;Hora: 11:10;271,0;7,32;40;26,2
;Hora: 14:25;279,0;7,35;40;26,9
;Hora: 18:40;281,0;7,38;40;27,1
;Hora: 23:03;379,0;7,54;40;26,8
;Hora: 03:48;394,0;7,56;40;25,1
17/9/2018;;;;;
;Hora: 07:45;378,0;7,47;40;28,7
;Hora: 11:25;364,0;7,44;48;27,4
;Hora: 14:35;360,0;7,46;48;28,2
;Hora: 18:20;362,0;7,50;48;29,9
;Hora: 23:05;338,0;7,52;42;28,9
;Hora: 03:52;370,0;7,54;42;25,7
18/9/2018;Hora: 06:25;;;;
;Hora: 07:35;328,0;7,42;48;26,8
;Hora: 11:55;351,0;7,33;46;25,6
;Hora: 14:40;307,0;7,28;42;28,2
;Hora: 18:45;315,0;7,32;42;27,6
;Hora: 22:52;346,0;7,54;42;28,0
;Hora: 03:53;342,0;7,52;42;24,6
19/9/2018;Hora: 06:20;;;;
;Hora: 07:50;383,0;7,40;48;31,4
;Hora: 11:15;377,0;7,43;46;27,1
;Hora: 14:50;371,0;7,35;46;26,8
;Hora: 18:25;395,0;7,33;44;23,2
;Hora: 23:10;390,0;7,28;44;26,8
;Hora: 03:50;396,0;7,33;44;30,6
20/9/2018;;;;;
;Hora: 06:30;338,0;7,44;46;31,3
;Hora: 10:35;290,0;7,40;46;38,3
;Hora: 14:50;292,0;7,42;46;37,9
;Hora: 18:35;293,0;7,45;46;38,1
;Hora: 23:09;286,0;7,36;46;45,8
;Hora: 04:11;284,0;7,28;46;41,6
21/9/2018;Hora: 06:25;;;;
;Hora: 07:45;320,0;7,41;46;28,6
;Hora: 11:45;309,0;7,40;44;27,3
;Hora: 14:35;302,0;7,41;44;28,4
;Hora: 18:20;308,0;7,43;44;29,2
;Hora: 23:14;313,0;7,29;44;31,6
;Hora: 03:46;319,0;7,38;44;33,2
22/9/2018;;;;;
;Hora: 06:30;322,0;7,42;44;35,7
;Hora: 10:35;318,0;7,47;44;38,3
;Hora: 14:45;320,0;7,45;44;37,6
;Hora: 18:10;318,0;7,49;44;35,1
;Hora: 23:09;322,0;7,32;44;35,1
;Hora: 03:48;328,0;7,39;44;32,6
23/9/2018;;;;;
;Hora: 06:35;334,0;7,42;44;36,8
;Hora: 10:25;340,0;7,47;44;39,7
;Hora: 14:30;341,0;7,49;44;40,2
;Hora: 18:45;343,0;7,47;44;38,6
;Hora: 23:09;346,0;7,19;44;38,9
;Hora: 03:48;340,0;7,29;44;34,7
24/9/2018;Hora: 06:23;;;;
;Hora: 08:22;197,3;7,43;38;34,7
;Hora: 11:36;228,0;7,42;36;71,0
;Hora: 14:20;229,0;7,43;36;70,9
;Hora: 18:40;230,0;7,46;36;71,7
;Hora: 23:15;238,0;7,43;36;59,8
;Hora: 03:38;230,0;7,56;36;62,4
25/9/2018;Hora: 06:23;;;;
;Hora: 07:32;236,0;7,52;36;42,6
;Hora: 10:38;228,0;7,50;36;38,5
;Hora: 14:25;231,0;7,52;38;35,9
;Hora: 18:20;237,0;7,48;38;37,8
;Hora: 23:16;234,0;7,31;38;37,6
;Hora: 03:38;230,0;7,49;38;35,6
26/9/2018;Hora: 06:27;;;;
;Hora: 08:12;169,1;7,39;36;33,8
;Hora: 11:28;161,8;7,45;36;37,8
;Hora: 14:20;168,3;7,44;38;39,2
;Hora: 18:30;170,6;7,47;38;40,6
;Hora: 22:35;169,6;7,49;38;40,1
;Hora: 03:40;171,2;7,50;38;41,6
27/9/2018;Hora: 06:26;;;;
;Hora: 07:58;123,1;7,39;30;33,7
;Hora: 10:58;120,7;7,40;30;28,6
;Hora: 14:20;125,4;7,47;34;30,6
;Hora: 18:30;128,4;7,42;34;33,9
