PP3;;;;;
PERIODO 01  al 31 de ENERO de 2021;;;;;
;;;;;
DIA;HORA;CONDUCTIVIDAD (mS/cm);pH;ALCALINIDAD (ppm CaCO3);TURBIDEZ (UNT)
; 00:25;527;7,6;48;37,8
; 05:00;521;7,6;48;39,7
20/8/2021; 06:25;;;;
; 8:50;536;7,6;48;33,8
; 13:10;519;7,6;48;32,4
; 16:35;496;7,6;48;30,9
; 20:25;498;7,6;48;30,9
; 00:25;511;7,6;46;32,6
; 05:00;507;7,6;46;30,8
21/8/2021; 06:25;;;;
; 07:15;;;;
; 12:25;490;7,6;48;31,7
; 16:30;459;7,6;48;29,8
; 20:40;460;7,6;48;30,6
; 00:25;463;7,6;46;31,8
; 05:05;470;7,6;46;33,2
22/8/2021; 06:30;;;;
; 08:30;503;7,6;48;29,8
; 12:20;523;7,6;48;32,3
; 16:55;526;7,6;48;34,5
; 21:00;522;7,6;48;36,3
; 00:25;518;7,4;48;30,3
; 05:00;521;7,4;48;33,7
23/8/2021;0,26;;;;
; 07:45;502;7,6;48;38,5
; 12:35;504;7,6;48;36,9
; 16:55;506;7,6;48;38,7
; 20:45;508;7,6;48;39,6
; 00:25;517;7,6;48;37,9
; 05:00;536;7,6;48;38,4
24/8/2021; 06:10;;;;
; 08:50;556;7,4;46;31,4
; 12:40;559;7,4;48;36,4
; 15:45;576;7,6;48;28,2
; 20:40;585;7,6;48;30,5
; 00:25;573;7,6;48;36,9
; 05:05;567;7,6;48;37,3
25/8/2021; 06:10;;;;
; 07:45;505;7,6;48;27,9
; 12:20;558;7,6;48;28,3
; 16:35;553;7,6;48;29,6
; 20:40;568;7,6;48;31,5
; 01:10;570;7,6;48;30,6
; 04:50;576;7,6;48;32,8
26/8/2021; 06:30;;;;
; 08:40;523;7,4;48;43,0
; 12:50;530;7,4;48;40,1
; 16:35;490;7,6;46;34,3
; 20:05;525;7,6;46;32,6
; 01:05;520;7,6;46;35,3
; 04:55;520;7,6;46;36,3
27/8/2021; 06:10;;;;
; 08:30;463;7,6;44;39,9
; 13:20;460;7,6;44;36,3
; 16:30;383;7,6;44;32,8
; 20:35;375;7,6;44;31,6
; 00:55;378;7,6;44;33,8
; 04:45;376;7,6;44;35,9
28/8/2021; 06:20;;;;
; 08:40;445;7,6;44;32,6
; 12:50;440;7,6;44;34,7
; 16:40;432;7,6;44;32,9
; 20:40;430;7,6;44;34,9
; 00:40;431;7,6;44;37,7
; 04:50;430;7,6;44;39,2
29/8/2021; 06:20;;;;
; 08:45;431;7,6;44;38,1
; 13:10;430;7,6;44;36,9
; 16:20;449;7,6;44;35,1
; 20:25;443;7,6;44;38,2
; 00:55;415;7,6;44;35,9
; 04:55;419;7,6;44;37,2
30/8/2021; 06:10;;;;
; 08:05;443;7,4;44;30,5
; 12:00;391;7,4;46;27,9
; 16:30;370;7,6;44;31,6
; 20:35;366;7,6;44;32,9
; 01:15;363;7,6;44;30,9
; 05:00;361;7,6;44;31,4
31/8/2021; 06:25;;;;
; 08:10;446;7,6;46;27,9
; 11:50;437;7,4;48;26,4
; 16:38;400;7,6;46;32,6
; 20:18;428;7,6;46;38,9
; 01:10;420;7,6;46;35,9
; 04:50;426;7,6;46;36,8
1/9/2021; 06:20;;;;
; 08:10;475;7,40;46;27,00
; 12:10;470;7,40;46;28,10
; 16:30;386;7,40;42;30,00
; 20:45;410;7,40;42;36,80
; 01:10;420;7,60;46;35,90
; 04:50;426;7,60;46;36,80
2/9/2021; 06:20;;;;
; 08:20;522;7,60;46;24,70
; 12:25;450;7,40;44;45,30
; 15:38;460;7,40;44;30,10
; 20:20;476;7,40;44;40,20
; 00:15;445;7,40;44;33,50
; 04:30;448;7,40;44;36,80
3/9/2021; 06:18;;;;
; 08:00;405;7,40;42;46,60
; 12:40;376;7,40;42;43,40
; 16:40;312;7,40;40;41,30
; 19:50;312;7,40;40;41,30
; 00:30;291;7,40;42;35,10
; 04:35;287;7,40;42;33,90
4/9/2021; 06:18;;;;
; 09:05;279;7,40;38;37,70
; 12:40;276;7,40;36;38,60
; 16:58;296;7,40;36;33,40
; 21:00;291;7,40;36;30,10
; 00:20;283;7,40;36;30,90
; 04:30;281;7,40;36;33,50
5/9/2021; 06:30;;;;
; 08:30;291;7,40;38;33,40
; 12:05;297;7,40;38;31,30
; 16:59;302;7,40;38;37,60
; 21:00;310;7,40;38;46,80
; 00:40;275;7,40;38;35,30
; 04:30;269;7,40;38;32,60
6/9/2021; 07:00;;;;
; 08:40;250;7,40;38;36,70
; 12:50;248;7,40;38;39,10
; 16:15;260;7,40;38;40,20
; 20.20;279;7,40;38;49,10
; 00:30;255;7,40;38;39,10
; 04:35;253;7,40;38;38,40
7/9/2021; 06:20;;;;
; 08:25;245;7,40;38;41,90
; 13:10;241;7,40;38;40,90
; 16:00;263;7,40;38;33,60
; 20.20;260;7,40;38;36,30
;0,03;261;7,40;38;39,70
; 05:00;258;7,40;38;38,30
8/9/2021; 06:35;;;;
; 08:55;283;7,40;38;71,30
; 12:20;280;7,40;38;70,90
; 16:10;296;7,60;36;94,20
; 20:15;304;7,60;38;97,30
; 00:35;313;7,60;38;95,20
; 05:18;316;7,60;38;97,90
9/9/2021; 06:35;;;;
; 09:05;318;7,40;38;47,60
; 13:24;452;7,40;38;47,60
; 16:10;392;7,40;38;49,00
; 20:20;327;7,40;38;51,60
; 00:30;301;7,40;38;50,90
; 05:00;312;7,40;38;61,60
10/9/2021; 06:40;;;;
; 09:44;298;7,40;38;38,70
; 12:55;290;7,40;38;39,60
; 16:15;314;7,40;38;30,70
; 20:30;309;7,40;38;31,90
; 00:40;319;7,40;38;36,80
; 04:58;326;7,40;38;33,60
11/9/2021; 06:36;;;;
; 09:15;297;7,40;38;30,90
; 13:05;291;7,40;38;31,60
; 16:15;281;7,40;38;31,90
; 20:20;280;7,40;38;34,70
; 00:28;293;7,40;38;31,60
; 05:01;283;7,40;38;39,80
12/9/2021; 06:36;;;;
; 08:55;271;7,40;38;32,60
; 12:45;273;7,40;38;30,90
; 16:15;278;7,40;38;39,40
; 20:25;280;7,40;38;37,90
; 00:29;278;7,40;38;42,60
; 04:59;281;7,40;38;40,10
13/9/2021; 06:25;;;;
; 08:10;415;7,40;38;30,70
; 13:05;409;7,40;38;32,10
; 16:10;467;7,40;38;36,40
; 20:20;483;7,40;38;38,40
; 00:29;512;7,40;38;29,10
; 05:01;404;7,40;38;43,10
14/9/2021; 06:21;;;;
; 08:05;428;7,40;38;55,80
; 13:00;431;7,40;38;73,80
; 16:10;397;7,40;38;75,90
; 20:55;385;7,40;38;72,90
; 00:25;407;7,40;38;70,40
; 05:05;401;7,40;38;67,60
15/9/2021; 06:15;;;;
; 08:00;314;7,40;38;55,90
; 12:40;303;7,40;38;50,10
; 16:20;284;7,40;38;57,90
; 20:10;301;7,40;38;56,40
; 00:20;318;7,40;38;58,30
; 05:05;320;7,40;38;56,70
16/9/2021;  06:30;;;;
; 08:25;285;7,60;34;45,50
; 13:00;389;7,60;32;40,20
; 16:45;281;7,40;32;40,90
; 20:50 ;284;7,40;32;-
; 00:10;300;7,40;36;40,80
; 05:05;304;7,40;-;43,90
17/9/2021; 06:30;;;;
; 08:15;282;7,60;34;31,10
; 12:45;285;7,60;34;33,80
; 16.30;272;7,60;34;35,40
; 20:40;270;7,60;34;36,10
; 00:25;280;7,60;36;41,70
; 05:00;277;7,60;36;40,90
18/9/2021;0,26;;;;
;0,35;269;7,60;32;36,20
;0,53;267;7,60;32;33,60
;0,70;262;7,60;34;34,90
;0,87;260;7,60;34;36,10
;0,02;260;7,60;34;43,80
;0,21;263;7,60;34;40,70
19/9/2021;0,26;;;;
;0,36;273;7,60;32;35,20
;0,55;270;7,60;32;32,60
;0,70;268;7,60;34;33,10
;0,86;266;7,60;34;35,20
;0,02;260;7,60;38;38,90
;0,20;264;7,60;38;40,70
20/9/2021; 06:10;;;;
;  08:10;291;7,40;36;25,60
; 13:10;376;7,40;36;26,70
; 16:55;367;7,40;34;35,10
; 20:55;369;7,40;34;36,80
; 00:05;347;7,40;34;38,90
; 05:00;401;7,60;36;41,90
21/9/2021; 06:15;;;;
; 08:29;449;7,60;40;37,30
; 13:11;500;7,60;40;33,60
; 16:00;495;7,41;40;35,20
; 20:40;484;7,49;40;36,20
; 00:20;493;7,60;40;40,70
; 05:00;501;7,60;40;42,10
22/9/2021; 06:10;;;;
; 09:10;472;7,60;40;28,60
; 13:18;462;7,60;40;31,00
; 16:15;510;7,60;40;25,50
; 20:50;506;7,60;40;26,20
; 01:00;501;7,60;40;28,30
; 04:40;506;7,60;40;29,60
23/9/2021; 06:15;;;;
; 08:59;561;7,60;40;43,60
; 13:00;553;7,60;40;24,40
; 16:00;535;7,60;42;31,20
; 20:10;559;7,60;40;29,20
; 00:50;553;7,60;40;32,30
; 04:50;556;7,60;40;35,80
24/9/2021; 06:10;;;;
; 08:09;475;7,60;40;29,80
; 12:59;439;7,60;40;32,60
; 16:20;441;7,60;40;30,80
; 20:40;430;7,60;40;31,30
; 00:05;423;7,60;40;29,80
; 04:30;380;7,60;40;27,90
25/9/2021; 06:10;;;;
; 08:29;328;7,52;36;21,30
; 13:09;320;7,40;36;20,00
; 16:35;317;7,40;38;28,60
; 20:30;310;7,40;38;29,30
; 00:40;311;7,60;38;30,90
; 04:50;314;7,60;38;31,80
26/9/2021;;;;;
; 09:30;319;7,60;38;39,40
; 13:19;326;7,60;38;35,20
; 16:25;330;7,60;38;32,60
; 20:30;315;7,60;38;31,40
; 00:50;310;7,60;38;30,90
; 04:50;302;7,60;38;32,10
27/9/2021; 06:20;;;;
; 08:10;330;7,40;34;28,60
; 13:10;368;7,40;34;27,10
; 16:25;389;7,60;38;29,60
; 20:25;396;7,60;38;32,60
; 01:05;445;7,60;40;31,90
; 04:50;442;7,60;40;34,80
28/9/2021; 06:10;;;;
; 08:45;461;7,40;38;33,00
; 12:10;477;7,40;38;27,00
; 16:25;515;7,40;38;39,50
; 20:19;530;7,40;38;34,80
; 00:45;569;7,40;38;36,70
; 04:45;576;7,40;38;38,60
29/9/2021; 06:15;;;;
; 09:00;694;7,60;46;31,00
; 11:18;688;7,60;46;29,10
; 16:30;751;7,40;46;29,30
; 20:59;786;7,40;48;34,20
; 00:25;790;7,60;46;31,20
; 04:40;795;7,60;48;29,70
30/9/2021;  06:14;;;;
; 07:30;754;7,60;48;34,60
;  11:05;760;7,40;46;36,80
;  16:25;744;7,60;48;29,80
; 20:00;721;7,60;48;27,50
; 00:35;663;7,40;46;33,80
;0,19;601;7,40;44;31,40
;;;;;
