fecha,punto,pixel,banda,reflect,longitud,latitud
2023-05-11,11,3x3,B12,0.11300833333333332,-58.8647944,-27.4696977
2023-05-11,12,1x1,B01,0.1458,-58.8624538,-27.4705607
2023-05-11,12,1x1,B02,0.1585,-58.8624538,-27.4705607
2023-05-11,12,1x1,B03,0.1792,-58.8624538,-27.4705607
2023-05-11,12,1x1,B04,0.1736,-58.8624538,-27.4705607
2023-05-11,12,1x1,B05,0.162525,-58.8624538,-27.4705607
2023-05-11,12,1x1,B06,0.13226875,-58.8624538,-27.4705607
2023-05-11,12,1x1,B07,0.13345,-58.8624538,-27.4705607
2023-05-11,12,1x1,B08,0.1266,-58.8624538,-27.4705607
2023-05-11,12,1x1,B8A,0.12451875,-58.8624538,-27.4705607
2023-05-11,12,1x1,B11,0.1170125,-58.8624538,-27.4705607
2023-05-11,12,1x1,B12,0.1139125,-58.8624538,-27.4705607
2023-05-11,12,3x3,B01,0.1458375,-58.8624538,-27.4705607
2023-05-11,12,3x3,B02,0.15773333333333334,-58.8624538,-27.4705607
2023-05-11,12,3x3,B03,0.17876666666666668,-58.8624538,-27.4705607
2023-05-11,12,3x3,B04,0.1739111111111111,-58.8624538,-27.4705607
2023-05-11,12,3x3,B05,0.1626,-58.8624538,-27.4705607
2023-05-11,12,3x3,B06,0.1321402777777778,-58.8624538,-27.4705607
2023-05-11,12,3x3,B07,0.13322916666666668,-58.8624538,-27.4705607
2023-05-11,12,3x3,B08,0.12665555555555558,-58.8624538,-27.4705607
2023-05-11,12,3x3,B8A,0.12454791666666667,-58.8624538,-27.4705607
2023-05-11,12,3x3,B11,0.11706944444444443,-58.8624538,-27.4705607
2023-05-11,12,3x3,B12,0.1139923611111111,-58.8624538,-27.4705607
2023-05-11,13,1x1,B01,0.1427375,-58.8606621,-27.4726781
2023-05-11,13,1x1,B02,0.1518,-58.8606621,-27.4726781
2023-05-11,13,1x1,B03,0.1645,-58.8606621,-27.4726781
2023-05-11,13,1x1,B04,0.1487,-58.8606621,-27.4726781
2023-05-11,13,1x1,B05,0.13948125,-58.8606621,-27.4726781
2023-05-11,13,1x1,B06,0.1243875,-58.8606621,-27.4726781
2023-05-11,13,1x1,B07,0.12621875,-58.8606621,-27.4726781
2023-05-11,13,1x1,B08,0.1222,-58.8606621,-27.4726781
2023-05-11,13,1x1,B8A,0.1227875,-58.8606621,-27.4726781
2023-05-11,13,1x1,B11,0.11583125,-58.8606621,-27.4726781
2023-05-11,13,1x1,B12,0.11503125,-58.8606621,-27.4726781
2023-05-11,13,3x3,B01,0.14269444444444443,-58.8606621,-27.4726781
2023-05-11,13,3x3,B02,0.1510111111111111,-58.8606621,-27.4726781
2023-05-11,13,3x3,B03,0.16441111111111112,-58.8606621,-27.4726781
2023-05-11,13,3x3,B04,0.1483,-58.8606621,-27.4726781
2023-05-11,13,3x3,B05,0.13958194444444444,-58.8606621,-27.4726781
2023-05-11,13,3x3,B06,0.12437777777777778,-58.8606621,-27.4726781
2023-05-11,13,3x3,B07,0.1261590277777778,-58.8606621,-27.4726781
2023-05-11,13,3x3,B08,0.1220222222222222,-58.8606621,-27.4726781
2023-05-11,13,3x3,B8A,0.12271388888888889,-58.8606621,-27.4726781
2023-05-11,13,3x3,B11,0.11597361111111112,-58.8606621,-27.4726781
2023-05-11,13,3x3,B12,0.11519305555555556,-58.8606621,-27.4726781
2023-05-11,14,1x1,B01,0.1420375,-58.8591202,-27.4733471
2023-05-11,14,1x1,B02,0.1525,-58.8591202,-27.4733471
2023-05-11,14,1x1,B03,0.164,-58.8591202,-27.4733471
2023-05-11,14,1x1,B04,0.1465,-58.8591202,-27.4733471
2023-05-11,14,1x1,B05,0.13893125,-58.8591202,-27.4733471
2023-05-11,14,1x1,B06,0.12348125,-58.8591202,-27.4733471
2023-05-11,14,1x1,B07,0.1259,-58.8591202,-27.4733471
2023-05-11,14,1x1,B08,0.1236,-58.8591202,-27.4733471
2023-05-11,14,1x1,B8A,0.12191875,-58.8591202,-27.4733471
2023-05-11,14,1x1,B11,0.1175,-58.8591202,-27.4733471
2023-05-11,14,1x1,B12,0.11661875,-58.8591202,-27.4733471
2023-05-11,14,3x3,B01,0.14206944444444444,-58.8591202,-27.4733471
